NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Yann Sommer,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Roman Bürki,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Stephan Lichtsteiner,UEFA,World Cup,RB,82.0,90.0,89.0,80.0,88.0,52.0,70.0
Reto Ziegler,Juventus,Serie A,LM,73.0,78.0,71.0,66.0,76.0,49.0,68.0
Philippe Senderos,Aston Villa,Barclays PL,CB,72.0,77.0,58.0,71.0,73.0,48.0,68.0
Steve von Bergen,BSC Young Boys,Raiffeisen SL,CB,72.0,79.0,67.0,49.0,70.0,43.0,82.0
Michael Lang,UEFA,World Cup,RB,67.0,76.0,54.0,68.0,65.0,68.0,64.0
Ricardo Rodríguez,UEFA,World Cup,LB,79.0,53.0,50.0,61.0,57.0,79.0,84.0
Johan Djourou,Hamburger SV,Bundesliga,CB,75.0,77.0,56.0,76.0,73.0,72.0,70.0
Fabian Schär,UEFA,World Cup,CB,74.0,77.0,73.0,81.0,76.0,60.0,57.0
Tranquillo Barnetta,UEFA,World Cup,LM,77.0,78.0,75.0,75.0,79.0,54.0,67.0
Gökhan Inler,Napoli,Serie A,CM,80.0,73.0,76.0,65.0,78.0,47.0,82.0
Granit Xhaka,UEFA,World Cup,CM,76.0,69.0,56.0,73.0,72.0,75.0,74.0
Valon Behrami,Napoli,Serie A,CM,78.0,54.0,48.0,46.0,42.0,81.0,78.0
Valentin Stocker,Hertha BSC,Bundesliga,LM,76.0,68.0,46.0,66.0,59.0,77.0,78.0
Blerim Džemaili,UEFA,World Cup,CM,77.0,88.0,70.0,70.0,81.0,58.0,62.0
Gelson Fernandes,Stade Rennais,Ligue 1,CDM,73.0,68.0,46.0,53.0,59.0,78.0,80.0
Xherdan Shaqiri,Bayern München,Bundesliga,CAM,81.0,83.0,82.0,56.0,77.0,42.0,68.0
Haris Seferovi?,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Mario Gavranovi?,UEFA,World Cup,ST,69.0,73.0,66.0,62.0,67.0,45.0,78.0
Admir Mehmedi,UEFA,World Cup,CF,71.0,76.0,72.0,58.0,73.0,43.0,65.0
Josip Drmi?,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
