NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Austin Ejide,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Chigozie Agbim,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Joseph Yobo,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Uwa Elderson Echiéjilé,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Efe Ambrose,CAF,World Cup,CB,69.0,77.0,74.0,73.0,68.0,70.0,57.0
Azubuike Egwuekwe,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Kunle Odunlami,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Juwon Oshaniwa,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Godfrey Oboabona,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Kenneth Omeruo,CAF,World Cup,CB,68.0,49.0,26.0,47.0,40.0,72.0,74.0
Reuben Gabriel,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
John Obi Mikel,CAF,World Cup,CDM,79.0,72.0,58.0,74.0,76.0,79.0,72.0
Victor Moses,CAF,World Cup,RW,76.0,65.0,70.0,75.0,74.0,67.0,89.0
Ramon Azeez,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Ogenyi Onazi,CAF,World Cup,CM,75.0,67.0,70.0,83.0,83.0,69.0,53.0
Michael Babatunde,CAF,World Cup,LW,65.0,81.0,37.0,61.0,69.0,62.0,65.0
Ahmed Musa,CAF,World Cup,RW,78.0,77.0,72.0,78.0,83.0,51.0,58.0
Peter Odemwingie,Stoke City,Barclays PL,RM,73.0,52.0,72.0,71.0,59.0,70.0,70.0
Emmanuel Emenike,CAF,World Cup,ST,78.0,87.0,78.0,76.0,83.0,48.0,69.0
Uche Nwofor,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Michael Uchebo,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Shola Ameobi,Newcastle United,Barclays PL,ST,71.0,78.0,51.0,65.0,61.0,71.0,72.0
