NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Brad Guzan,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Nick Rimando,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
DeAndre Yedlin,Seattle Sounders,MLS,RB,64.0,78.0,60.0,53.0,57.0,67.0,79.0
Omar Gonzalez,Los Angeles Galaxy,MLS,CB,74.0,55.0,57.0,72.0,68.0,74.0,75.0
Matt Besler,Sporting KC,MLS,CB,74.0,68.0,75.0,62.0,69.0,48.0,70.0
John Brooks,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
DaMarcus Beasley,CONCACAF,World Cup,LM,69.0,78.0,62.0,71.0,75.0,43.0,66.0
Geoff Cameron,CONCACAF,World Cup,RB,74.0,77.0,56.0,77.0,70.0,73.0,61.0
Timothy Chandler,Eintracht Frankfurt,Bundesliga,RB,74.0,67.0,60.0,72.0,69.0,72.0,73.0
Fabian Johnson,Borussia M'gladbach,Bundesliga,LB,73.0,83.0,62.0,60.0,80.0,42.0,60.0
Michael Bradley,Toronto FC,MLS,CM,81.0,91.0,69.0,72.0,85.0,51.0,59.0
Mikkel Diskerud,CONCACAF,World Cup,CM,71.0,52.0,57.0,53.0,54.0,70.0,73.0
Alejandro Bedoya,CONCACAF,World Cup,CAM,72.0,73.0,68.0,50.0,64.0,43.0,79.0
Jermaine Jones,New England Revolution,MLS,CDM,77.0,81.0,66.0,76.0,81.0,75.0,70.0
Brad Davis,Houston Dynamo,MLS,LM,71.0,73.0,69.0,62.0,73.0,42.0,62.0
Kyle Beckerman,Real Salt Lake,MLS,CDM,74.0,69.0,73.0,78.0,70.0,58.0,63.0
Julian Green,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Graham Zusi,Sporting KC,MLS,LM,76.0,84.0,77.0,67.0,77.0,42.0,63.0
Clint Dempsey,Seattle Sounders,MLS,CAM,87.0,84.0,83.0,86.0,93.0,53.0,65.0
Aron Jóhannsson,CONCACAF,World Cup,ST,73.0,79.0,74.0,56.0,73.0,44.0,65.0
Jozy Altidore,Sunderland,Barclays PL,ST,77.0,75.0,65.0,77.0,70.0,72.0,68.0
Chris Wondolowski,San Jose Earthquakes,MLS,ST,72.0,82.0,64.0,71.0,70.0,70.0,67.0
