NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Stéphane Ruffier,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Mickaël Landreau,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Mathieu Debuchy,Newcastle United,Barclays PL,RB,80.0,55.0,50.0,58.0,62.0,81.0,81.0
Patrice Evra,Juventus,Serie A,LB,82.0,72.0,75.0,80.0,78.0,82.0,87.0
Raphaël Varane,Real Madrid,Liga BBVA,CB,81.0,83.0,74.0,78.0,86.0,50.0,57.0
Mamadou Sakho,Liverpool,Barclays PL,CB,82.0,92.0,68.0,76.0,82.0,79.0,68.0
Eliaquim Mangala,FC Porto,Liga Portuguesa,LB,82.0,39.0,39.0,67.0,54.0,85.0,81.0
Bacary Sagna,Manchester City,Barclays PL,RB,80.0,79.0,82.0,70.0,78.0,50.0,83.0
Lucas Digne,Paris Saint-Germain,Ligue 1,LB,77.0,65.0,42.0,66.0,57.0,78.0,78.0
Laurent Koscielny,Arsenal,Barclays PL,CB,84.0,73.0,42.0,62.0,63.0,87.0,83.0
Yohan Cabaye,Newcastle United,Barclays PL,CAM,84.0,80.0,73.0,81.0,88.0,46.0,61.0
Mathieu Valbuena,Dinamo Moskva,Russian League,CAM,85.0,79.0,86.0,88.0,90.0,82.0,88.0
Antoine Griezmann,Real Sociedad,Liga BBVA,LW,87.0,88.0,92.0,83.0,91.0,47.0,64.0
Rio Mavuba,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Blaise Matuidi,Paris Saint-Germain,Ligue 1,CDM,87.0,96.0,83.0,87.0,93.0,67.0,66.0
Moussa Sissoko,Newcastle United,Barclays PL,RM,77.0,79.0,52.0,67.0,68.0,80.0,76.0
Paul Pogba,Juventus,Serie A,CM,87.0,84.0,85.0,88.0,91.0,55.0,65.0
Morgan Schneiderlin,Southampton,Barclays PL,CDM,82.0,82.0,81.0,64.0,77.0,49.0,86.0
Rémy Cabella,Montpellier HSC,Ligue 1,CAM,84.0,86.0,70.0,79.0,76.0,83.0,79.0
Olivier Giroud,Arsenal,Barclays PL,ST,82.0,85.0,76.0,77.0,84.0,42.0,63.0
Karim Benzema,Real Madrid,Liga BBVA,LW,88.0,76.0,90.0,93.0,89.0,65.0,58.0
Loïc Rémy,Chelsea,Barclays PL,ST,80.0,78.0,61.0,82.0,71.0,80.0,81.0
