NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Rodrigo Muñoz,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Martín Silva,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Diego Lugano,West Bromwich Albion,Barclays PL,CB,76.0,80.0,67.0,75.0,80.0,59.0,68.0
Diego Godín,Atlético de Madrid,Liga BBVA,CB,89.0,49.0,58.0,70.0,58.0,93.0,92.0
Sebastián Coates,CONMEBOL,World Cup,CB,71.0,52.0,29.0,48.0,52.0,71.0,84.0
Jorge Fucile,FC Porto,Liga Portuguesa,RB,74.0,87.0,71.0,70.0,82.0,38.0,31.0
Maxi Pereira,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
José María Giménez,CONMEBOL,World Cup,CB,71.0,69.0,60.0,64.0,66.0,72.0,75.0
Martín Cáceres,Juventus,Serie A,RB,81.0,69.0,81.0,86.0,79.0,61.0,53.0
Walter Gargano,Napoli,Serie A,CDM,77.0,83.0,72.0,68.0,77.0,49.0,76.0
Álvaro Pereira,São Paulo,Liga do Brasil,LM,78.0,75.0,71.0,74.0,84.0,39.0,43.0
Cristian Rodríguez,Atlético de Madrid,Liga BBVA,LM,80.0,68.0,77.0,59.0,75.0,45.0,78.0
Nicolás Lodeiro,Botafogo,Liga do Brasil,CAM,77.0,88.0,70.0,70.0,81.0,59.0,62.0
Diego Pérez,CONMEBOL,World Cup,CDM,74.0,61.0,44.0,60.0,58.0,74.0,78.0
Egidio Arévalo Ríos,Monarcas Morelia,LIGA Bancomer MX,CDM,76.0,78.0,52.0,73.0,71.0,74.0,67.0
Gastón Ramírez,CONMEBOL,World Cup,CAM,79.0,78.0,65.0,77.0,74.0,77.0,75.0
Álvaro González,Lazio,Serie A,CM,77.0,77.0,74.0,58.0,76.0,44.0,76.0
Abel Hernández,Hull City,Barclays PL,ST,74.0,73.0,68.0,74.0,75.0,46.0,48.0
Luis Suárez,Liverpool,Barclays PL,CF,95.0,89.0,98.0,86.0,98.0,64.0,88.0
Diego Forlán,Internacional,Liga do Brasil,ST,80.0,89.0,71.0,72.0,83.0,40.0,55.0
Christian Stuani,CONMEBOL,World Cup,RM,71.0,80.0,63.0,63.0,74.0,68.0,64.0
Edinson Cavani,Paris Saint-Germain,Ligue 1,ST,88.0,89.0,82.0,85.0,90.0,49.0,63.0
