NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Adam Kwarasey,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Fatau Dauda,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Samuel Inkoom,CAF,World Cup,RB,70.0,77.0,59.0,66.0,73.0,44.0,45.0
Daniel Opare,CAF,World Cup,RB,69.0,68.0,38.0,64.0,63.0,70.0,66.0
Rashid Sumaila,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Jonathan Mensah,CAF,World Cup,CB,67.0,70.0,60.0,57.0,63.0,43.0,72.0
John Boye,Stade Rennais,Ligue 1,CB,72.0,90.0,66.0,68.0,78.0,50.0,63.0
Harrison Afful,CAF,World Cup,RB,67.0,51.0,40.0,47.0,43.0,72.0,64.0
Michael Essien,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Afriyie Acquah,Parma,Serie A,CM,72.0,55.0,27.0,53.0,39.0,71.0,70.0
Christian Atsu,Everton,Barclays PL,CAM,76.0,73.0,73.0,52.0,69.0,48.0,81.0
Emmanuel Agyemang-Badu,Udinese,Serie A,CDM,74.0,86.0,75.0,73.0,75.0,52.0,65.0
André Ayew,Olympique de Marseille,Ligue 1,LM,82.0,63.0,76.0,85.0,78.0,71.0,63.0
Sulley Muntari,CAF,World Cup,CM,76.0,75.0,73.0,72.0,81.0,53.0,48.0
Albert Adomah,CAF,World Cup,RM,71.0,61.0,70.0,56.0,62.0,48.0,83.0
Mohammed Rabiu,CAF,World Cup,CDM,69.0,77.0,64.0,62.0,74.0,37.0,66.0
Kwadwo Asamoah,Juventus,Serie A,LM,81.0,70.0,76.0,76.0,85.0,57.0,67.0
Wakaso Mubarak,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Asamoah Gyan,CAF,World Cup,ST,80.0,68.0,43.0,76.0,72.0,80.0,75.0
Kevin-Prince Boateng,CAF,World Cup,CAM,82.0,71.0,83.0,82.0,85.0,70.0,66.0
Jordan Ayew,FC Sochaux,Ligue 1,ST,77.0,48.0,85.0,74.0,81.0,50.0,54.0
Majeed Waris,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
