NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Rui Patrício,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Beto,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Bruno Alves,UEFA,World Cup,CB,81.0,77.0,73.0,76.0,78.0,78.0,81.0
Pepe,Real Madrid,Liga BBVA,CB,88.0,84.0,83.0,86.0,84.0,88.0,80.0
Fábio Coentrão,UEFA,World Cup,LB,79.0,86.0,72.0,70.0,77.0,49.0,86.0
Ricardo Costa,UEFA,World Cup,CB,78.0,72.0,66.0,77.0,83.0,50.0,56.0
Luís Neto,UEFA,World Cup,CB,75.0,70.0,62.0,71.0,69.0,76.0,75.0
André Almeida,UEFA,World Cup,RB,73.0,76.0,58.0,74.0,65.0,73.0,69.0
João Pereira,UEFA,World Cup,RB,79.0,79.0,80.0,78.0,81.0,74.0,75.0
Miguel Veloso,UEFA,World Cup,CDM,80.0,66.0,55.0,73.0,64.0,83.0,75.0
William Carvalho,UEFA,World Cup,CDM,76.0,81.0,68.0,81.0,85.0,54.0,53.0
João Moutinho,AS Monaco,Ligue 1,CM,84.0,57.0,83.0,85.0,83.0,62.0,56.0
Vieirinha,UEFA,World Cup,RW,80.0,67.0,47.0,68.0,63.0,81.0,81.0
Rafa Silva,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Raul Meireles,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Nani,Sporting CP,Liga Portuguesa,RM,83.0,75.0,88.0,80.0,85.0,55.0,86.0
Silvestre Varela,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Rúben Amorim,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Cristiano Ronaldo,Real Madrid,Liga BBVA,LW,98.0,98.0,97.0,87.0,98.0,54.0,92.0
Hugo Almeida,UEFA,World Cup,ST,76.0,82.0,77.0,67.0,75.0,47.0,67.0
Éder,Braga,Liga Portuguesa,ST,79.0,82.0,72.0,70.0,83.0,48.0,58.0
Hélder Postiga,UEFA,World Cup,ST,77.0,68.0,59.0,73.0,73.0,78.0,72.0
