NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Noel Valladares,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Donis Escober,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Osman Chávez,CONCACAF,World Cup,CB,64.0,66.0,62.0,62.0,66.0,35.0,51.0
Maynor Figueroa,Hull City,Barclays PL,LB,79.0,66.0,29.0,63.0,43.0,79.0,78.0
Juan Pablo Montes,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Víctor Bernárdez,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Juan Carlos García,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Emilio Izaguirre,CONCACAF,World Cup,LB,71.0,88.0,57.0,65.0,69.0,66.0,60.0
Brayan Beckeles,CONCACAF,World Cup,RB,65.0,57.0,39.0,45.0,34.0,66.0,72.0
Wilson Palacios,CONCACAF,World Cup,CDM,71.0,66.0,63.0,68.0,61.0,72.0,73.0
Mario Martínez,CONCACAF,World Cup,LM,70.0,78.0,61.0,65.0,75.0,38.0,59.0
Edder Delgado,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Óscar García,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Roger Espinoza,CONCACAF,World Cup,CM,73.0,32.0,45.0,64.0,45.0,76.0,73.0
Marvin Chávez,CONCACAF,World Cup,RM,69.0,75.0,63.0,66.0,69.0,50.0,56.0
Luis Garrido,CONCACAF,World Cup,CDM,67.0,79.0,53.0,67.0,72.0,66.0,53.0
Jorge Claros,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Andy Najar,CONCACAF,World Cup,RM,71.0,48.0,50.0,67.0,62.0,72.0,73.0
Jerry Palacios,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Jerry Bengtson,New England Revolution,MLS,ST,67.0,64.0,63.0,67.0,70.0,59.0,56.0
Carlo Costly,CONCACAF,World Cup,ST,68.0,69.0,56.0,67.0,64.0,65.0,71.0
Rony Martínez,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
