NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Cristopher Toselli,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Johnny Herrera,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Eugenio Mena,CONMEBOL,World Cup,LB,70.0,64.0,66.0,64.0,68.0,51.0,76.0
Miiko Albornoz,Hannover 96,Bundesliga,RB,66.0,91.0,60.0,61.0,70.0,45.0,61.0
José Rojas,CONMEBOL,World Cup,CB,70.0,89.0,61.0,58.0,73.0,38.0,40.0
Gary Medel,Cardiff City,Barclays PL,CB,80.0,88.0,77.0,68.0,82.0,47.0,69.0
Gonzalo Jara,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Mauricio Isla,Queens Park Rangers,FL Championship,RM,77.0,63.0,66.0,77.0,70.0,82.0,68.0
Francisco Silva,CONMEBOL,World Cup,CDM,71.0,78.0,75.0,69.0,72.0,52.0,74.0
Carlos Carmona,CONMEBOL,World Cup,CM,74.0,69.0,75.0,68.0,71.0,52.0,71.0
Arturo Vidal,Juventus,Serie A,CM,91.0,81.0,64.0,73.0,66.0,93.0,90.0
Jorge Valdívia,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Fabián Orellana,CONMEBOL,World Cup,LW,73.0,53.0,64.0,77.0,71.0,68.0,62.0
Jean Beausejour,CONMEBOL,World Cup,LW,74.0,79.0,75.0,63.0,71.0,66.0,84.0
Felipe Gutiérrez,CONMEBOL,World Cup,CM,74.0,80.0,74.0,62.0,77.0,46.0,76.0
José Pedro Fuenzalida,CONMEBOL,World Cup,RB,71.0,56.0,71.0,67.0,64.0,58.0,68.0
Charles Aránguiz,Internacional,Liga do Brasil,CM,74.0,73.0,65.0,72.0,76.0,44.0,63.0
Marcelo Díaz,CONMEBOL,World Cup,CM,71.0,78.0,66.0,68.0,72.0,46.0,61.0
Alexis Sánchez,Arsenal,Barclays PL,ST,86.0,73.0,87.0,67.0,76.0,51.0,86.0
Mauricio Pinilla,Cagliari,Serie A,ST,75.0,69.0,30.0,55.0,39.0,76.0,73.0
Eduardo Vargas,Queens Park Rangers,FL Championship,CF,77.0,58.0,56.0,63.0,60.0,81.0,80.0
Esteban Paredes,Colo Colo,Camp. Petrobras,ST,82.0,83.0,61.0,80.0,77.0,85.0,73.0
