NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Sylvain Gbohouo,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Sayouba Mandé,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Ousmane Viera,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Arthur Boka,Málaga CF,Liga BBVA,CDM,74.0,48.0,41.0,55.0,61.0,74.0,77.0
Kolo Touré,CAF,World Cup,CB,80.0,73.0,54.0,71.0,62.0,80.0,78.0
Didier Zokora,CAF,World Cup,CDM,74.0,75.0,76.0,77.0,79.0,52.0,70.0
Jean-Daniel Akpa-Akpro,Toulouse FC,Ligue 1,RM,68.0,67.0,59.0,65.0,60.0,69.0,67.0
Serge Aurier,Toulouse FC,Ligue 1,RWB,82.0,83.0,61.0,80.0,77.0,85.0,73.0
Constant Djakpa,Eintracht Frankfurt,Bundesliga,LB,70.0,69.0,70.0,70.0,70.0,59.0,59.0
Sol Bamba,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Cheick Tioté,Newcastle United,Barclays PL,CDM,79.0,81.0,72.0,74.0,84.0,51.0,58.0
Didier Ya Konan,Hannover 96,Bundesliga,ST,78.0,66.0,74.0,80.0,81.0,55.0,65.0
Ismaël Diomandé,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Yaya Touré,Manchester City,Barclays PL,CM,92.0,83.0,86.0,87.0,86.0,89.0,90.0
Serey Die,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Mathis Bolly,CAF,World Cup,RW,66.0,89.0,58.0,61.0,70.0,48.0,64.0
Salomon Kalou,LOSC Lille,Ligue 1,ST,81.0,73.0,66.0,76.0,75.0,81.0,69.0
Gervinho,Roma,Serie A,LW,85.0,72.0,85.0,63.0,73.0,51.0,83.0
Didier Drogba,Galatasaray SK,TurkLig,ST,84.0,55.0,66.0,74.0,67.0,89.0,87.0
Wilfried Bony,CAF,World Cup,ST,81.0,81.0,80.0,76.0,87.0,40.0,60.0
Max Gradel,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Giovanni Sio,CAF,World Cup,ST,73.0,81.0,63.0,73.0,81.0,40.0,44.0
