NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Mitchell Langerak,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Eugene Galekovi?,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Ivan Franji?,AFC,World Cup,RB,64.0,73.0,64.0,61.0,68.0,56.0,54.0
Jason Davidson,AFC,World Cup,LB,65.0,76.0,54.0,61.0,67.0,60.0,70.0
Matthew Špiranovi?,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Bailey Wright,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Ryan McGowan,AFC,World Cup,RB,67.0,74.0,34.0,60.0,60.0,64.0,60.0
Alex Wilkinson Mark Milligan,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Ben Halloran,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Tommy Oar,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Oliver Bozani?,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
James Troisi,AFC,World Cup,ST,67.0,81.0,53.0,61.0,64.0,67.0,67.0
Mile Jedinak,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
James Holland,Austria Wien,A. Bundesliga,CDM,68.0,63.0,67.0,68.0,64.0,66.0,65.0
Matt McKay,AFC,World Cup,CM,70.0,84.0,61.0,70.0,70.0,67.0,61.0
Dario Vidoši?,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Massimo Luongo,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
Mark Bresciano,AFC,World Cup,CAM,72.0,54.0,30.0,58.0,49.0,74.0,70.0
Tim Cahill,New York Red Bulls,MLS,CM,80.0,69.0,79.0,81.0,77.0,73.0,68.0
Mathew Leckie,FC Ingolstadt 04,Bundesliga 2.,LM,67.0,73.0,69.0,49.0,65.0,42.0,70.0
Adam Taggart,Newcastle Jets,A-League,ST,64.0,66.0,62.0,50.0,68.0,39.0,56.0
,,,,71.77,71.44,59.85,64.72,67.42,59.436,66.17
