NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Wojciech Szczęsny,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Przemysław Tytoń,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Grzegorz Sandomierski,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Marcin Kamiński,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Łukasz Piszczek,Borussia Dortmund,Bundesliga,RB,85.0,82.0,82.0,85.0,82.0,87.0,73.0
Damien Perquis,FC Sochaux,Ligue 1,CB,75.0,68.0,65.0,78.0,76.0,76.0,68.0
Jakub Wawrzyniak,Legia Warszawa,Polska Liga,LB,71.0,69.0,72.0,71.0,68.0,51.0,62.0
Grzegorz Wojtkowiak,Lech PoznaD,Polska Liga,LB,72.0,62.0,34.0,51.0,33.0,72.0,70.0
Sebastian Boenisch,Werder Bremen,Bundesliga,LB,71.0,65.0,56.0,54.0,58.0,75.0,72.0
Marcin Wasilewski,Anderlecht,Belgium Pro League,RB,69.0,57.0,51.0,70.0,70.0,67.0,61.0
Rafał Murawski,Lech PoznaD,Polska Liga,CM,71.0,66.0,65.0,65.0,63.0,70.0,58.0
Maciej Rybus,Terek Grozny,Russian League,LM,67.0,63.0,48.0,62.0,55.0,72.0,65.0
Eugen Polanski,1. FSV Mainz 05,Bundesliga,CDM,74.0,74.0,53.0,66.0,69.0,73.0,71.0
Adam Matuszczyk,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Jakub Błaszczykowski,Borussia Dortmund,Bundesliga,RM,84.0,85.0,86.0,70.0,86.0,56.0,83.0
Adrian Mierzejewski,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Rafał Wolski,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Dariusz Dudka,Levante UD,La Liga BBVA,CDM,72.0,85.0,73.0,42.0,74.0,47.0,73.0
Kamil Grosicki,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Ludovic Obraniak,Girondins Bordeaux,Ligue 1,CAM,83.0,87.0,86.0,66.0,80.0,52.0,66.0
Robert Lewandowski,Borussia Dortmund,Bundesliga,ST,84.0,67.0,51.0,76.0,59.0,86.0,86.0
Artur Sobiech,Hannover 96,Bundesliga,ST,71.0,72.0,68.0,60.0,64.0,62.0,79.0
