NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Manuel Neuer,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Ron-Robert Zieler,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Tim Wiese,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Benedikt Höwedes,FC Schalke 04,Bundesliga,CB,80.0,84.0,76.0,77.0,85.0,53.0,59.0
Mats Hummels,Borussia Dortmund,Bundesliga,CB,89.0,88.0,92.0,91.0,93.0,52.0,67.0
Jérôme Boateng,Bayern München,Bundesliga,CB,79.0,51.0,80.0,76.0,74.0,58.0,62.0
Per Mertesacker,Arsenal,Barclays PL,CB,82.0,88.0,80.0,58.0,73.0,58.0,80.0
Philipp Lahm,Bayern München,Bundesliga,RB,88.0,78.0,92.0,89.0,80.0,78.0,76.0
Marcel Schmelzer,Borussia Dortmund,Bundesliga,LB,81.0,71.0,56.0,79.0,66.0,83.0,75.0
Holger Badstuber,Bayern München,Bundesliga,CB,85.0,89.0,91.0,76.0,89.0,56.0,57.0
Marco Reus,Borussia M'gladbach,Bundesliga,CF,88.0,96.0,85.0,90.0,90.0,60.0,72.0
Mario Götze,Borussia Dortmund,Bundesliga,CAM,84.0,87.0,80.0,65.0,85.0,52.0,72.0
Toni Kroos,Bayern München,Bundesliga,CAM,83.0,89.0,87.0,70.0,84.0,52.0,64.0
Lars Bender,Bayer 04 Leverkusen,Bundesliga,CDM,79.0,76.0,80.0,82.0,80.0,72.0,67.0
Thomas Müller,Bayern München,Bundesliga,RM,87.0,89.0,90.0,88.0,88.0,64.0,67.0
Lukas Podolski,1. FC Köln,Bundesliga,CF,85.0,82.0,83.0,82.0,82.0,78.0,82.0
André Schürrle,Bayer 04 Leverkusen,Bundesliga,LM,83.0,87.0,69.0,83.0,74.0,76.0,75.0
Mesut Özil,Real Madrid,La Liga BBVA,CAM,91.0,83.0,83.0,97.0,95.0,55.0,60.0
Bastian Schweinsteiger,Bayern München,Bundesliga,CM,89.0,93.0,86.0,70.0,87.0,58.0,79.0
Sami Khedira,Real Madrid,La Liga BBVA,CDM,83.0,83.0,80.0,78.0,84.0,56.0,62.0
İlkay Gündoğan,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Miroslav Klose,Lazio,Serie A,ST,85.0,95.0,83.0,57.0,88.0,56.0,76.0
