NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Joe Hart,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Robert Green,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Jack Butland,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Glen Johnson,Liverpool,Barclays PL,RB,83.0,58.0,54.0,53.0,40.0,85.0,87.0
Phil Jagielka,Everton,Barclays PL,CB,80.0,45.0,34.0,54.0,38.0,80.0,80.0
Joleon Lescott,Manchester City,Barclays PL,CB,84.0,90.0,85.0,74.0,91.0,53.0,76.0
Phil Jones,Manchester United,Barclays PL,CB,76.0,76.0,77.0,59.0,79.0,59.0,72.0
Ashley Cole,Chelsea,Barclays PL,LB,86.0,90.0,92.0,75.0,89.0,52.0,75.0
Leighton Baines,Everton,Barclays PL,LB,85.0,85.0,83.0,80.0,90.0,51.0,55.0
John Terry,Chelsea,Barclays PL,CB,87.0,78.0,80.0,80.0,87.0,51.0,61.0
Martin Kelly,Liverpool,Barclays PL,RB,76.0,64.0,75.0,76.0,80.0,66.0,63.0
Ashley Young,Manchester United,Barclays PL,LW,86.0,86.0,80.0,87.0,89.0,48.0,67.0
Jordan Henderson,Liverpool,Barclays PL,CAM,77.0,86.0,70.0,68.0,77.0,55.0,56.0
James Milner,Manchester City,Barclays PL,CM,81.0,63.0,76.0,69.0,82.0,54.0,71.0
Scott Parker,Tottenham Hotspur,Barclays PL,CM,85.0,85.0,82.0,86.0,85.0,56.0,60.0
Stewart Downing,Liverpool,Barclays PL,LM,85.0,85.0,82.0,86.0,85.0,56.0,60.0
Alex Oxlade-Chamberlain,Arsenal,Barclays PL,RM,74.0,70.0,82.0,77.0,67.0,69.0,80.0
Steven Gerrard,Liverpool,Barclays PL,CM,89.0,82.0,84.0,90.0,91.0,55.0,61.0
Wayne Rooney,Manchester United,Barclays PL,ST,95.0,90.0,99.0,85.0,91.0,71.0,89.0
Danny Welbeck,Manchester United,Barclays PL,ST,80.0,89.0,61.0,78.0,78.0,81.0,77.0
Theo Walcott,Arsenal,Barclays PL,RW,86.0,72.0,88.0,85.0,85.0,84.0,82.0
Jermain Defoe,Tottenham Hotspur,Barclays PL,ST,81.0,79.0,78.0,65.0,77.0,58.0,73.0
