NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Igor Akinfeev,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Vyacheslav Malafeev,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Anton Shunin,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Kirill Nababkin,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Vladimir Granat,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Dmitri Kombarov,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Aleksei Berezutski,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Yuri Zhirkov,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Sergei Ignashevich,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Roman Sharonov,Rubin Kazan,Russian League,CB,72.0,78.0,70.0,58.0,71.0,49.0,70.0
Aleksandr Anyukov,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Konstantin Zyryanov,Zenit St. Petersburg,Russian League,CM,79.0,82.0,68.0,76.0,84.0,52.0,63.0
Marat Izmailov,Sporting CP,Liga Portuguesa,CAM,82.0,76.0,84.0,82.0,81.0,53.0,68.0
Denis Glushakov,Lokomotiv Moskva,Russian League,CM,74.0,70.0,82.0,75.0,70.0,61.0,61.0
Roman Shirokov,Zenit St. Petersburg,Russian League,CM,81.0,80.0,83.0,80.0,80.0,61.0,56.0
Alan Dzagoev,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Igor Denisov,Zenit St. Petersburg,Russian League,CDM,80.0,67.0,40.0,52.0,38.0,78.0,84.0
Igor Semshov,Dinamo Moskva,Russian League,CM,79.0,72.0,78.0,72.0,80.0,51.0,74.0
Andrey Arshavin,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Aleksandr Kerzhakov,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Roman Pavlyuchenko,Lokomotiv Moskva,Russian League,ST,78.0,86.0,75.0,64.0,70.0,60.0,74.0
Aleksandr Kokorin,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
