NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Maksym Koval,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Andriy Pyatov,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Oleksandr Horyainov,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Bohdan Butko,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Yaroslav Rakitskyi,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Taras Mykhalyk,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Yevhen Selin,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Yevhen Khacheridi,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Oleksandr Kucher,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Vyacheslav Shevchuk,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Oleh Husyev,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Ruslan Rotan,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Denys Harmash,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Serhiy Nazarenko,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Yevhen Konoplyanka,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Anatoliy Tymoshchuk,Bayern München,Bundesliga,CDM,80.0,68.0,80.0,83.0,74.0,74.0,72.0
Oleksandr Aliyev,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Andriy Voronin,Fortuna Düsseldorf,2. Bundesliga,CF,82.0,84.0,83.0,75.0,87.0,56.0,71.0
Andriy Yarmolenko,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Marko Dević,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Andriy Shevchenko,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Artem Milevskyi,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
