NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Stipe Pletikosa,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Ivan Kelava,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Danijel Subašić,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Domagoj Vida,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Šime Vrsaljko,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Ivan Strinić,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Darijo Srna,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Josip Šimunić,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Vedran Ćorluka,Lokomotiv Moskva,Russian League,CB,82.0,83.0,85.0,72.0,80.0,59.0,78.0
Jurica Buljat,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Gordon Schildenfeld,Eintracht Frankfurt,2. Bundesliga,CB,73.0,67.0,40.0,55.0,40.0,78.0,75.0
Luka Modrić,Tottenham Hotspur,Barclays PL,CAM,89.0,67.0,44.0,58.0,52.0,89.0,91.0
Ivan Rakitić,Sevilla FC,La Liga BBVA,CM,79.0,66.0,78.0,66.0,79.0,65.0,68.0
Danijel Pranjić,Sporting CP,Liga Portuguesa,LM,76.0,75.0,70.0,75.0,82.0,53.0,55.0
Milan Badelj,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Tomislav Dujmović,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Niko Kranjčar,Tottenham Hotspur,Barclays PL,CAM,79.0,81.0,74.0,76.0,81.0,57.0,59.0
Ivan Perišić,Borussia Dortmund,Bundesliga,LM,77.0,76.0,73.0,64.0,81.0,57.0,77.0
Ognjen Vukojević,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Nikica Jelavić,Everton,Barclays PL,ST,80.0,70.0,70.0,77.0,61.0,82.0,79.0
Eduardo,Racing Club de Lens,Ligue 2,ST,69.0,86.0,62.0,46.0,71.0,45.0,61.0
Mario Mandžukić,Bayern München,Bundesliga,ST,83.0,74.0,79.0,88.0,82.0,80.0,66.0
