NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Shay Given,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Keiren Westwood,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
David Forde,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
John O'Shea,Sunderland,Barclays PL,RB,75.0,57.0,70.0,73.0,67.0,75.0,76.0
Darren O'Dea,Toronto FC,MLS,CB,68.0,79.0,58.0,68.0,70.0,67.0,56.0
Sean St Ledger,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Stephen Ward,Wolverhampton Wanderers,Barclays PL,LB,73.0,80.0,41.0,56.0,41.0,78.0,81.0
Paul McShane,Hull City,npower Champ.,CB,70.0,74.0,69.0,68.0,72.0,52.0,59.0
Richard Dunne,Aston Villa,Barclays PL,CB,81.0,69.0,80.0,57.0,78.0,57.0,77.0
Stephen Kelly,Fulham,Barclays PL,RB,70.0,58.0,66.0,72.0,71.0,64.0,67.0
Damien Duff,Fulham,Barclays PL,RM,78.0,87.0,69.0,71.0,83.0,55.0,65.0
James McClean,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Aiden McGeady,Spartak Moskva,Russian League,RM,84.0,73.0,43.0,62.0,54.0,87.0,85.0
Darron Gibson,Everton,Barclays PL,CM,74.0,67.0,80.0,78.0,74.0,67.0,66.0
Glenn Whelan,Stoke City,Barclays PL,CM,74.0,77.0,71.0,69.0,75.0,54.0,70.0
Stephen Hunt,Wolverhampton Wanderers,Barclays PL,LM,74.0,77.0,75.0,74.0,71.0,71.0,76.0
Paul Green,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Keith Andrews,Ipswich Town,npower Champ.,CDM,74.0,86.0,74.0,70.0,82.0,46.0,46.0
Kevin Doyle,Wolverhampton Wanderers,Barclays PL,ST,78.0,76.0,70.0,76.0,75.0,73.0,69.0
Robbie Keane,Los Angeles Galaxy,MLS,ST,82.0,79.0,80.0,78.0,80.0,70.0,63.0
Jonathan Walters,Stoke City,Barclays PL,ST,75.0,61.0,60.0,70.0,61.0,76.0,74.0
Shane Long,West Bromwich Albion,Barclays PL,ST,75.0,81.0,74.0,64.0,79.0,47.0,64.0
