NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Iker Casillas,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Víctor Valdés,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Pepe Reina,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Jordi Alba,Valencia CF,La Liga BBVA,LB,85.0,70.0,57.0,81.0,53.0,90.0,87.0
Álvaro Arbeloa,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Sergio Ramos,Real Madrid,La Liga BBVA,CB,93.0,87.0,65.0,86.0,85.0,95.0,98.0
Raúl Albiol,Real Madrid,La Liga BBVA,CB,82.0,66.0,58.0,74.0,72.0,81.0,76.0
Gerard Piqué,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Juanfran,Atlético de Madrid,La Liga BBVA,RB,82.0,48.0,60.0,70.0,48.0,85.0,82.0
Cesc Fàbregas,FC Barcelona,La Liga BBVA,CAM,89.0,79.0,90.0,84.0,88.0,65.0,84.0
Jesús Navas,Sevilla FC,La Liga BBVA,RM,88.0,87.0,92.0,73.0,88.0,65.0,80.0
Xabi Alonso,Real Madrid,La Liga BBVA,CDM,93.0,70.0,85.0,97.0,85.0,93.0,86.0
Andrés Iniesta,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Sergio Busquets,FC Barcelona,La Liga BBVA,CDM,85.0,86.0,86.0,75.0,85.0,54.0,71.0
Javi Martínez,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Santi Cazorla,Málaga CF,La Liga BBVA,RM,88.0,81.0,92.0,79.0,85.0,60.0,91.0
David Silva,Manchester City,Barclays PL,CAM,91.0,82.0,85.0,95.0,93.0,60.0,61.0
Xavi,FC Barcelona,La Liga BBVA,CM,97.0,67.0,85.0,99.0,90.0,68.0,53.0
Juan Mata,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Fernando Torres,Chelsea,Barclays PL,ST,88.0,85.0,83.0,91.0,92.0,65.0,63.0
Álvaro Negredo,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Pedro,FC Barcelona,La Liga BBVA,LW,87.0,87.0,88.0,66.0,86.0,55.0,79.0
