NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Gianluigi Buffon,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Morgan De Sanctis,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Salvatore Sirigu,,,,68.8,69.07,57.37,60.61,62.94,61.06,64.76
Angelo Ogbonna,Torino,Serie B,CB,80.0,75.0,73.0,80.0,87.0,51.0,56.0
Federico Balzaretti,Roma,Serie A,LB,80.0,70.0,85.0,81.0,81.0,64.0,42.0
Ignazio Abate,Milan,Serie A,RB,81.0,50.0,71.0,78.0,71.0,80.0,82.0
Leonardo Bonucci,Juventus,Serie A,CB,81.0,77.0,78.0,80.0,85.0,54.0,57.0
Andrea Barzagli,Juventus,Serie A,CB,82.0,80.0,60.0,79.0,71.0,84.0,77.0
Christian Maggio,Napoli,Serie A,RM,82.0,71.0,77.0,75.0,86.0,58.0,69.0
Giorgio Chiellini,Juventus,Serie A,CB,89.0,71.0,70.0,80.0,75.0,94.0,90.0
Andrea Pirlo,Juventus,Serie A,CM,90.0,82.0,92.0,75.0,87.0,60.0,89.0
Riccardo Montolivo,Milan,Serie A,CAM,83.0,64.0,61.0,72.0,73.0,88.0,89.0
Daniele De Rossi,Roma,Serie A,CDM,86.0,80.0,82.0,60.0,79.0,60.0,84.0
Emanuele Giaccherini,Juventus,Serie A,LW,77.0,86.0,75.0,73.0,75.0,83.0,74.0
Claudio Marchisio,Juventus,Serie A,CM,88.0,92.0,91.0,85.0,90.0,68.0,72.0
Thiago Motta,Paris Saint-Germain,Ligue 1,CDM,84.0,79.0,58.0,82.0,83.0,86.0,79.0
Alessandro Diamanti,Bologna,Serie A,CAM,79.0,47.0,77.0,81.0,69.0,75.0,57.0
Antonio Nocerino,Milan,Serie A,CM,82.0,79.0,64.0,70.0,66.0,82.0,79.0
Antonio Di Natale,Udinese,Serie A,ST,90.0,73.0,84.0,95.0,89.0,77.0,50.0
Antonio Cassano,Inter,Serie A,CF,85.0,85.0,87.0,85.0,88.0,57.0,60.0
Fabio Borini,Liverpool,Barclays PL,ST,74.0,40.0,39.0,60.0,39.0,80.0,75.0
Mario Balotelli,Manchester City,Barclays PL,ST,86.0,98.0,81.0,87.0,90.0,58.0,56.0
