NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Fernando Muslera,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Juan Castillo,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Martín Silva,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Diego Lugano,Fenerbahçe SK,Süper Lig,CB,85.0,82.0,84,85.0,91.0,53.0,51.0
Diego Godín,Club Atlético de Madrid S.A.D.,Liga BBVA,CB,81.0,88.0,77,73.0,92.0,53.0,55.0
Jorge Fucile,FC Porto,Liga Portuguesa,RB,77.0,79.0,71,75.0,80.0,57.0,56.0
Mauricio Victorino,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Maxi Pereira,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Andrés Scotti,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Martín Cáceres,Sevilla Fútbol Club S.A.D.,Liga BBVA,CB,82.0,83.0,85,70.0,82.0,58.0,80.0
Walter Gargano,Napoli,Serie A,CDM,78.0,73.0,66,78.0,71.0,77.0,76.0
Sebastián Eguren,Real Sporting de Gijón S.A.D.,Liga BBVA,CDM,79.0,64.0,35,70.0,61.0,82.0,85.0
Álvaro Pereira,FC Porto,Liga Portuguesa,LB,82.0,72.0,39,62.0,62.0,83.0,87.0
Nicolás Lodeiro,Ajax,Eredivisie,CAM,72.0,81.0,69,60.0,71.0,56.0,70.0
Diego Pérez,Bologna,Serie A,CM,79.0,87.0,75,75.0,80.0,67.0,72.0
Egidio Arévalo Ríos,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Ignacio González,Levante Unión Deportiva S.A.D.,Liga BBVA,CAM,74.0,75.0,74,50.0,69.0,54.0,71.0
Álvaro Fernández,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Edinson Cavani,Napoli,Serie A,ST,88.0,89.0,93,74.0,86.0,63.0,91.0
Luis Suárez,Ajax,Eredivisie,RF,86.0,75.0,62,86.0,78.0,90.0,57.0
Diego Forlán,Club Atlético de Madrid S.A.D.,Liga BBVA,ST,88.0,88.0,59,89.0,88.0,84.0,72.0
Sebastián Abreu,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
