NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Mark Schwarzer,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Adam Federici,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Eugene Galekovi?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Lucas Neill,Galatasaray SK,Süper Lig,CB,80.0,74.0,67,72.0,67.0,75.0,78.0
Craig MooreMichael Beauchamp,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Luke Wilkshire,Dinamo Moskva,Rosgosstrakh Championship,RM,72.0,71.0,70,73.0,76.0,49.0,46.0
Scott Chipperfield,FC Basel 1893,Axpo Super League,LM,72.0,74.0,26,54.0,51.0,70.0,72.0
Mark Milligan,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
David Carney,Blackpool,Barclays Premier League,LWB,67.0,67.0,63,67.0,70.0,64.0,60.0
Tim Cahill,Everton,Barclays Premier League,CAM,83.0,75.0,35,63.0,55.0,84.0,89.0
Jason ?ulina,Gold Coast United,Hyundai A-League,CM,71.0,73.0,70,71.0,73.0,70.0,60.0
Brett Emerton,Blackburn Rovers,Barclays Premier League,RM,80.0,80.0,60,85.0,82.0,60.0,54.0
Vince Grella,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Mile Jedinak,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Carl Valeri,Sassuolo,Serie B,CM,69.0,68.0,40,45.0,53.0,65.0,80.0
Richard Garcia,Hull City,npower League Championship,RM,66.0,71.0,60,60.0,67.0,57.0,60.0
Dario Vidoši?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Mark Bresciano,Lazio,Serie A,CM,75.0,67.0,51,63.0,51.0,72.0,74.0
Joshua Kennedy,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Harry Kewell,Galatasaray SK,Süper Lig,LW,77.0,73.0,69,80.0,72.0,74.0,70.0
Brett Holman,AZ Alkmaar,Eredivisie,RW,68.0,57.0,45,60.0,44.0,64.0,68.0
Nikita Rukavytsya,Hertha BSC,Meisterschale der 2. Bundesliga,LF,67.0,59.0,44,53.0,47.0,67.0,68.0
