NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Carlos Kameni,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Souleymanou Hamidou,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Guy N'dy Assembé,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Benoît Assou-Ekotto,Tottenham Hotspur,Barclays Premier League,LB,78.0,87.0,72,72.0,87.0,52.0,51.0
Nicolas N'Koulou,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Rigobert Song,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Sébastien Bassong,Tottenham Hotspur,Barclays Premier League,CB,78.0,81.0,75,76.0,80.0,62.0,64.0
Geremi,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Gaëtan Bong,Valenciennes FC,Ligue 1,LB,68.0,68.0,67,65.0,67.0,65.0,64.0
Aurélien Chedjou,LOSC Lille Métropole,Ligue 1,CB,81.0,81.0,60,77.0,70.0,88.0,72.0
Stéphane Mbia,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Alex Song,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Landry N'Guémo,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Achille Emana,Real Betis Balompié S.A.D. ,Liga Adelante,CAM,76.0,74.0,71,78.0,70.0,74.0,68.0
Jean Makoun,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Eyong Enoh,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Georges Mandjeck,Stade Rennais FC,Ligue 1,CDM,67.0,74.0,64,66.0,69.0,64.0,67.0
Joël Matip,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Samuel Eto'o,Inter,Serie A,ST,88.0,91.0,91,79.0,89.0,65.0,83.0
Eric Choupo-Moting,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Pierre Webó,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Mohammadou Idrissou,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
