NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Vladimir Stojkovi?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Bojan Isailovi?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
An?elko ?uri?i?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Antonio Rukavina,TSV 1860 München,Meisterschale der 2. Bundesliga,RWB,69.0,64.0,60,65.0,70.0,69.0,68.0
Aleksandar Kolarov,Manchester City,Barclays Premier League,LWB,79.0,79.0,74,77.0,82.0,68.0,69.0
Nemanja Vidi?,Manchester United,Barclays Premier League,CB,89.0,72.0,46,65.0,55.0,94.0,97.0
Branislav Ivanovi?,Chelsea,Barclays Premier League,CB,84.0,82.0,80,87.0,87.0,68.0,62.0
Aleksandar Lukovi?,Zenit St. Petersburg,Rosgosstrakh Championship,LB,73.0,69.0,46,61.0,54.0,69.0,72.0
Ivan Obradovi?,Real Zaragoza S.A.D.,Liga BBVA,LB,73.0,77.0,71,53.0,71.0,61.0,72.0
Neven Suboti?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Gojko Ka?ar,Hamburger SV,Bundesliga,CM,76.0,68.0,44,59.0,36.0,75.0,83.0
Zoran Toši?,CSKA Moskva,Rosgosstrakh Championship,LM,80.0,87.0,84,75.0,82.0,60.0,70.0
Dejan Stankovi?,Inter,Serie A,CM,83.0,75.0,82,82.0,80.0,81.0,95.0
Nenad Milijaš,Wolverhampton Wanderers,Barclays Premier League,CM,74.0,83.0,58,71.0,73.0,73.0,72.0
Milan Jovanovi?,Liverpool,Barclays Premier League,LF,80.0,75.0,79,81.0,77.0,77.0,84.0
Miloš Krasi?,Juventus,Serie A,RM,86.0,82.0,85,91.0,91.0,68.0,62.0
Miloš Ninkovi?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Radosav Petrovi?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Zdravko Kuzmanovi?,VfB Stuttgart,Bundesliga,CDM,81.0,78.0,64,69.0,61.0,82.0,83.0
Danko Lazovi?,Zenit St. Petersburg,Rosgosstrakh Championship,CF,77.0,74.0,78,69.0,83.0,61.0,63.0
Marko Panteli?,Olympiakos CFP,Hellas Liga,ST,77.0,92.0,64,68.0,79.0,60.0,51.0
Nikola Žigi?,Birmingham City,Barclays Premier League,ST,75.0,66.0,68,76.0,58.0,73.0,77.0
