NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
David James,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Robert Green,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Joe Hart,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Glen Johnson,Liverpool,Barclays Premier League,RWB,80.0,70.0,27,52.0,45.0,77.0,88.0
Ashley Cole,Chelsea,Barclays Premier League,LB,86.0,89.0,83,84.0,90.0,56.0,66.0
Michael Dawson,Tottenham Hotspur,Barclays Premier League,CB,83.0,72.0,29,66.0,50.0,87.0,88.0
John Terry,Chelsea,Barclays Premier League,CB,86.0,86.0,86,82.0,90.0,58.0,62.0
Stephen Warnock,Aston Villa,Barclays Premier League,LB,78.0,81.0,80,79.0,77.0,52.0,46.0
Matthew Upson,West Ham United,Barclays Premier League,CB,80.0,81.0,80,55.0,81.0,66.0,84.0
Jamie Carragher,Liverpool,Barclays Premier League,CB,85.0,76.0,60,52.0,32.0,84.0,93.0
Ledley King,Tottenham Hotspur,Barclays Premier League,CB,83.0,80.0,86,65.0,75.0,59.0,84.0
Steven Gerrard,Liverpool,Barclays Premier League,CAM,90.0,87.0,90,94.0,85.0,73.0,77.0
Aaron Lennon,Tottenham Hotspur,Barclays Premier League,RW,82.0,83.0,83,73.0,84.0,65.0,78.0
Frank Lampard,Chelsea,Barclays Premier League,CAM,87.0,69.0,46,59.0,52.0,84.0,92.0
Joe Cole,Liverpool,Barclays Premier League,CAM,80.0,73.0,79,86.0,77.0,68.0,59.0
Gareth Barry,Manchester City,Barclays Premier League,CDM,85.0,89.0,85,84.0,84.0,65.0,66.0
James Milner,Manchester City,Barclays Premier League,CM,81.0,81.0,82,68.0,78.0,52.0,68.0
Shaun Wright-Phillips,Manchester City,Barclays Premier League,RW,80.0,84.0,76,55.0,81.0,63.0,75.0
Michael Carrick,Manchester United,Barclays Premier League,CM,81.0,85.0,77,70.0,86.0,55.0,66.0
Peter Crouch,Tottenham Hotspur,Barclays Premier League,ST,78.0,68.0,74,56.0,67.0,66.0,88.0
Wayne Rooney,Manchester United,Barclays Premier League,ST,90.0,88.0,93,88.0,90.0,79.0,82.0
Jermain Defoe,Tottenham Hotspur,Barclays Premier League,ST,82.0,63.0,76,90.0,83.0,64.0,58.0
