NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Seigo Narazaki,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Eiji Kawashima,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yoshikatsu Kawaguchi,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Y?ichi Komano,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Marcus Tulio Tanaka,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yuto Nagatomo,A.C. Cesena,Serie A,RB,80.0,86.0,79,75.0,79.0,73.0,54.0
Atsuto Uchida,FC Schalke 04,Bundesliga,RB,74.0,77.0,82,62.0,79.0,59.0,64.0
Daiki Iwamasa,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yasuyuki Konno,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yuji Nakazawa,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yuki Abe,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yasuhito End?,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Shunsuke Nakamura,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Kengo Nakamura,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Makoto Hasebe,VfL Wolfsburg,Bundesliga,RM,75.0,86.0,71,54.0,67.0,59.0,76.0
Keisuke Honda,CSKA Moskva,Rosgosstrakh Championship,CAM,83.0,88.0,83,71.0,86.0,56.0,58.0
Junichi Inamoto,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Daisuke Matsui,Tom Tomsk,Rosgosstrakh Championship,CAM,73.0,82.0,67,71.0,81.0,45.0,41.0
Shinji Okazaki,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Keiji Tamada,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Kisho Yano,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Yoshito ?kubo,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
