NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Gianluigi Buffon,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Federico Marchetti,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Morgan De Sanctis,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Christian Maggio,Napoli,Serie A,RM,84.0,77.0,59,66.0,50.0,88.0,87.0
Domenico Criscito,Genoa,Serie A,LB,82.0,82.0,45,70.0,50.0,82.0,84.0
Giorgio Chiellini,Juventus,Serie A,CB,87.0,92.0,86,81.0,92.0,49.0,44.0
Fabio Cannavaro,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Salvatore Bocchetti,Rubin Kazan,Rosgosstrakh Championship,CB,77.0,81.0,60,76.0,74.0,73.0,70.0
Gianluca Zambrotta,Milan,Serie A,LWB,80.0,76.0,37,59.0,45.0,84.0,86.0
Leonardo Bonucci,Juventus,Serie A,CB,78.0,76.0,80,79.0,79.0,72.0,70.0
Daniele De Rossi,Roma,Serie A,CDM,83.0,88.0,79,80.0,80.0,65.0,66.0
Simone Pepe,Juventus,Serie A,LM,82.0,84.0,82,83.0,85.0,62.0,66.0
Gennaro Gattuso,Milan,Serie A,CDM,80.0,75.0,38,65.0,67.0,75.0,82.0
Claudio Marchisio,Juventus,Serie A,CM,80.0,85.0,70,76.0,83.0,79.0,76.0
Mauro Camoranesi,VfB Stuttgart,Bundesliga,RM,78.0,78.0,59,74.0,74.0,77.0,67.0
Angelo Palombo,Sampdoria,Serie A,CDM,81.0,80.0,68,81.0,74.0,79.0,68.0
Andrea Pirlo,Milan,Serie A,CM,82.0,79.0,60,76.0,73.0,78.0,74.0
Riccardo Montolivo,Fiorentina,Serie A,CM,85.0,90.0,86,74.0,90.0,58.0,76.0
Vincenzo Iaquinta,Juventus,Serie A,LF,79.0,76.0,77,77.0,81.0,67.0,63.0
Antonio Di Natale,Udinese,Serie A,LW,87.0,87.0,87,87.0,88.0,72.0,83.0
Alberto Gilardino,Fiorentina,Serie A,ST,81.0,86.0,80,70.0,74.0,64.0,75.0
Fabio Quagliarella,Juventus,Serie A,CF,83.0,86.0,86,75.0,86.0,58.0,84.0
