NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Diego Pozo,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Mariano Andújar,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Sergio Romero,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Martín Demichelis,Bayern München,Bundesliga,CB,80.0,80.0,77,57.0,78.0,65.0,91.0
Clemente Rodríguez,Boca Juniors,Primera Liga,LWB,73.0,65.0,44,56.0,50.0,71.0,76.0
Nicolás Burdisso,Roma,Serie A,CB,79.0,73.0,73,76.0,88.0,61.0,58.0
Gabriel Heinze,Olympique de Marseille,Ligue 1,LB,79.0,85.0,74,63.0,76.0,60.0,81.0
Ariel Garcé,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Walter Samuel,Inter,Serie A,CB,85.0,72.0,50,74.0,66.0,82.0,83.0
Nicolás Otamendi,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Mario Bolatti,Fiorentina,Serie A,CDM,75.0,87.0,65,73.0,78.0,73.0,58.0
Ángel di María,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Juan Sebastián Verón,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Javier Mascherano,F.C. Barcelona,Liga BBVA,CB,86.0,85.0,86,84.0,85.0,69.0,79.0
Jonás Gutiérrez,Newcastle United,Barclays Premier League,RM,78.0,75.0,78,79.0,78.0,63.0,68.0
Maxi Rodríguez,Liverpool,Barclays Premier League,RM,85.0,78.0,52,83.0,80.0,90.0,75.0
Javier Pastore,Palermo,Serie A,CAM,85.0,86.0,86,84.0,86.0,77.0,70.0
Gonzalo Higuaín,Real Madrid Club de Fútbol,Liga BBVA,ST,87.0,84.0,89,72.0,82.0,62.0,80.0
Lionel Messi,F.C. Barcelona,Liga BBVA,CF,96.0,94.0,96,96.0,99.0,55.0,66.0
Carlos Tévez,Manchester City,Barclays Premier League,CF,89.0,88.0,94,81.0,91.0,77.0,76.0
Sergio Agüero,Club Atlético de Madrid S.A.D.,Liga BBVA,ST,89.0,90.0,92,85.0,96.0,62.0,73.0
Martín Palermo,Boca Juniors,Primera Liga,ST,83.0,87.0,80,75.0,90.0,60.0,61.0
