NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Óscar Pérez,Granada Club de Fútbol,Liga Adelante,CM,63,72,48,55,58,68,64
Guillermo Ochoa,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Luis Ernesto Michel,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Francisco Rodríguez,PSV,Eredivisie,CB,76,91,64,58,78,54,48
Carlos Salcido,Fulham,Barclays Premier League,LWB,75,80,73,54,74,63,72
Rafael Márquez,New York Red Bulls,Major League Soccer,CDM,80,70,77,82,86,75,48
Ricardo Osorio,Monterrey,Primera División Mex,RB,74,82,74,48,74,58,70
Paul Aguilar,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Héctor Moreno,AZ Alkmaar,Eredivisie,CB,75,81,72,73,76,78,71
Efraín Juárez,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Jonny Magallón,Guadalajara,Primera División Mex,CB,73,62,47,59,41,72,72
Jorge Torres Nilo,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Gerardo Torrado,Cruz Azul,Primera División Mex,CDM,76,79,67,58,79,57,63
Pablo Barrera,West Ham United,Barclays Premier League,RM,82,86,80,78,86,65,74
Israel Castro,U.N.A.M.,Primera División Mex,CDM,71,74,41,56,65,67,71
Andrés Guardado,Real Club Deportivo de La Coruña S.A.D.,Liga BBVA,LW,81,86,85,66,81,54,65
Alberto Medina,Guadalajara,Primera División Mex,RF,72,73,60,64,65,72,63
Guillermo Franco,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Cuauhtémoc Blanco,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Carlos Vela,Arsenal,Barclays Premier League,ST,77,74,70,75,73,75,84
Javier Hernández,Manchester United,Barclays Premier League,ST,86,84,84,84,90,75,69
Giovani dos Santos,Tottenham Hotspur,Barclays Premier League,RW,82,77,56,84,79,86,83
