NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Vincent Enyeama,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Austin Ejide,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Dele Aiyenugba,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Joseph Yobo,Fenerbahçe SK,Süper Lig,CB,75.0,76.0,71,48.0,66.0,63.0,83.0
Taye Taiwo,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Rabiu Afolabi,FC Red Bull Salzburg,Austrian Bundesliga,CB,73.0,69.0,71,62.0,70.0,58.0,78.0
Danny Shittu,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Chidi Odiah,CSKA Moskva,Rosgosstrakh Championship,RWB,72.0,73.0,66,70.0,72.0,71.0,64.0
Uwa Echiéjilé,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Dele Adeleye,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Ayila Yussuf,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Sani Kaita,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Lukman Haruna,AS Monaco FC,Ligue 1,CM,70.0,70.0,42,53.0,60.0,68.0,76.0
Dickson Etuhu,Fulham,Barclays Premier League,CDM,75.0,77.0,48,68.0,67.0,75.0,77.0
Nwankwo Kanu,Portsmouth,npower League Championship,CF,70.0,66.0,38,52.0,48.0,67.0,72.0
John Utaka,Portsmouth,npower League Championship,CF,75.0,59.0,47,63.0,58.0,73.0,72.0
Yakubu Aiyegbeni,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Obafemi Martins,Rubin Kazan,Rosgosstrakh Championship,ST,80.0,74.0,64,77.0,61.0,77.0,80.0
Brown Ideye,FC Sochaux-Montbéliard,Ligue 1,ST,68.0,71.0,68,49.0,78.0,51.0,52.0
Peter Odemwingie,,,,67.97,70.54,56,59.57,61.85,61.22,63.34
Kalu Uche,Unión Deportiva Almería S.A.D.,Liga BBVA,CF,76.0,79.0,65,79.0,78.0,77.0,70.0
Victor Obinna,West Ham United,Barclays Premier League,RW,72.0,77.0,67,70.0,69.0,70.0,68.0
