NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Nahuel Guzmán,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Franco Armani,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Willy Caballero,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Eduardo Salvio,SL Benfica,Liga NOS,RM,80.0,80.0,73.0,76.0,83.0,32.0,50.0
Nicolás Otamendi,Manchester City,Premier League,CB,87.0,71.0,63.0,70.0,66.0,87.0,84.0
Marcos Rojo,Manchester United,Premier League,CB,82.0,79.0,80.0,66.0,78.0,31.0,59.0
Javier Mascherano,FC Barcelona,LaLiga Santander,CB,83.0,68.0,65.0,69.0,68.0,86.0,80.0
Gabriel Mercado,Sevilla FC,LaLiga Santander,CB,78.0,72.0,76.0,59.0,75.0,30.0,78.0
Nicolás Tagliafico,Ajax,Eredivisie,LB,82.0,69.0,52.0,76.0,72.0,83.0,84.0
Marcos Acuña,Sporting CP,Liga NOS,LM,79.0,80.0,61.0,75.0,75.0,75.0,75.0
Federico Fazio,Roma,Calcio A,CB,82.0,68.0,71.0,78.0,78.0,71.0,81.0
Cristian Ansaldi,Torino,Calcio A,LB,79.0,81.0,59.0,72.0,78.0,75.0,78.0
Ángel Di María,Paris Saint-Germain,Ligue 1,CAM,87.0,72.0,85.0,85.0,90.0,55.0,64.0
Cristian Pavón,Boca Juniors,Primera División,RW,75.0,74.0,73.0,71.0,78.0,34.0,62.0
Éver Banega,Sevilla FC,LaLiga Santander,CM,85.0,67.0,77.0,81.0,77.0,81.0,85.0
Enzo Pérez,River Plate,Primera División,CM,78.0,79.0,73.0,74.0,75.0,48.0,70.0
Lucas Biglia,Milan,Calcio A,CDM,83.0,70.0,69.0,85.0,85.0,63.0,65.0
Giovani Lo Celso,Paris Saint-Germain,Ligue 1,CAM,75.0,79.0,70.0,75.0,76.0,59.0,60.0
Maximiliano Meza,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Lionel Messi,FC Barcelona,LaLiga Santander,RW,98.0,96.0,97.0,98.0,99.0,45.0,81.0
Sergio Agüero,Manchester City,Premier League,ST,94.0,92.0,95.0,86.0,95.0,31.0,83.0
Paulo Dybala,Juventus,Calcio A,CF,93.0,90.0,93.0,91.0,95.0,32.0,76.0
Gonzalo Higuaín,Juventus,Calcio A,ST,93.0,84.0,92.0,75.0,88.0,28.0,80.0
