NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Thibaut Courtois,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Koen Casteels,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Simon Mignolet,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Vincent Kompany,Manchester City,Premier League,CB,86.0,58.0,33.0,46.0,56.0,88.0,86.0
Dedryck Boyata,Celtic,Scottish Premiership,CB,72.0,61.0,46.0,64.0,68.0,70.0,76.0
Thomas Meunier,Paris Saint-Germain,Ligue 1,RB,84.0,85.0,85.0,80.0,88.0,37.0,70.0
Thomas Vermaelen,FC Barcelona,LaLiga Santander,CB,78.0,88.0,66.0,76.0,84.0,35.0,55.0
Toby Alderweireld,Tottenham Hotspur,Premier League,CB,86.0,71.0,83.0,82.0,89.0,54.0,62.0
Jan Vertonghen,Tottenham Hotspur,Premier League,CB,86.0,76.0,85.0,84.0,86.0,82.0,87.0
Leander Dendoncker,RSC Anderlecht,Belgium Pro League,CB,82.0,89.0,79.0,82.0,85.0,46.0,66.0
Yannick Carrasco,Atlético Madrid,LaLiga Santander,LM,86.0,88.0,90.0,67.0,85.0,32.0,71.0
Nacer Chadli,West Bromwich Albion,Premier League,RM,78.0,92.0,78.0,70.0,80.0,43.0,70.0
Kevin De Bruyne,Manchester City,Premier League,CM,96.0,85.0,96.0,98.0,96.0,58.0,90.0
Axel Witsel,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Thorgan Hazard,Borussia Mönchengladbach,Bundesliga,LM,84.0,84.0,86.0,83.0,83.0,54.0,74.0
Youri Tielemans,AS Monaco Football Club SA,Ligue 1,CM,80.0,43.0,70.0,70.0,70.0,79.0,78.0
Mousa Dembélé,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Marouane Fellaini,Manchester United,Premier League,CDM,82.0,69.0,75.0,81.0,81.0,70.0,72.0
Romelu Lukaku,Manchester United,Premier League,ST,88.0,75.0,80.0,89.0,85.0,47.0,63.0
Eden Hazard,Chelsea,Premier League,LW,94.0,93.0,90.0,91.0,96.0,35.0,75.0
Dries Mertens,Napoli,Calcio A,ST,90.0,79.0,82.0,91.0,90.0,70.0,90.0
Adnan Januzaj,Real Sociedad,LaLiga Santander,LM,77.0,78.0,74.0,71.0,84.0,26.0,62.0
Michy Batshuayi,Borussia Dortmund,Bundesliga,ST,87.0,87.0,69.0,78.0,83.0,82.0,85.0
