NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
David Ospina,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
José Fernando Cuadrado,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Camilo Vargas,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Santiago Arias,PSV,Eredivisie,RB,84.0,90.0,63.0,75.0,76.0,81.0,83.0
Farid Díaz,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Johan Mojica,Girona FC,LaLiga Santander,LM,70.0,55.0,70.0,58.0,62.0,18.0,77.0
Óscar Murillo,Pachuca,LIGA Bancomer MX,CB,76.0,64.0,76.0,75.0,76.0,33.0,56.0
Cristián Zapata,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Yerry Mina,FC Barcelona,LaLiga Santander,CB,80.0,91.0,75.0,72.0,80.0,38.0,66.0
Dávinson Sánchez,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
James Rodríguez,FC Bayern München,Bundesliga,CAM,88.0,65.0,82.0,86.0,83.0,82.0,80.0
Juan Cuadrado,Juventus,Calcio A,RM,85.0,72.0,75.0,86.0,81.0,65.0,76.0
Abel Aguilar,Deportivo Cali,Liga Dimayor,CDM,75.0,63.0,71.0,75.0,78.0,41.0,50.0
Mateus Uribe,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Jefferson Lerma,Levante UD,LaLiga Santander,CDM,75.0,45.0,62.0,66.0,57.0,78.0,79.0
Carlos Sánchez,RCD Espanyol,LaLiga Santander,CDM,77.0,66.0,69.0,78.0,76.0,73.0,72.0
Wílmar Barrios,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Juan Fernando Quintero,River Plate,Primera División,CAM,77.0,65.0,31.0,52.0,54.0,78.0,72.0
Carlos Bacca,Villarreal CF,LaLiga Santander,ST,82.0,73.0,74.0,80.0,81.0,65.0,69.0
Luis Muriel,Sevilla FC,LaLiga Santander,ST,83.0,81.0,85.0,80.0,84.0,34.0,71.0
Miguel Borja,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
José Izquierdo,Brighton & Hove Albion,Premier League,LM,82.0,84.0,82.0,72.0,83.0,47.0,82.0
Radamel Falcao,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
