NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Alisson,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Cássio,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Ederson,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Pedro Geromel,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Thiago Silva,Paris Saint-Germain,Ligue 1,CB,89.0,87.0,88.0,83.0,91.0,33.0,65.0
Danilo,SC Braga,Liga NOS,CM,80.0,68.0,66.0,67.0,74.0,82.0,80.0
Miranda,Inter,Calcio A,CB,87.0,86.0,91.0,77.0,87.0,37.0,85.0
Fagner,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Marquinhos,Paris Saint-Germain,Ligue 1,CB,84.0,69.0,80.0,87.0,86.0,33.0,59.0
Filipe Luís,Atlético Madrid,LaLiga Santander,LB,86.0,74.0,70.0,87.0,86.0,71.0,70.0
Marcelo,Real Madrid CF,LaLiga Santander,LB,94.0,90.0,79.0,94.0,95.0,92.0,91.0
Philippe Coutinho,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Renato Augusto,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Paulinho,FC Barcelona,LaLiga Santander,CM,85.0,84.0,86.0,86.0,88.0,74.0,77.0
Casemiro,Real Madrid CF,LaLiga Santander,CDM,88.0,76.0,84.0,82.0,81.0,84.0,85.0
Fernandinho,Manchester City,Premier League,CDM,86.0,94.0,81.0,79.0,89.0,48.0,73.0
Fred,Shakhtar Donetsk,Ukrayina Liha,CDM,83.0,58.0,40.0,62.0,52.0,84.0,81.0
Willian,Chelsea,Premier League,RW,87.0,88.0,83.0,86.0,89.0,49.0,70.0
Neymar,Paris Saint-Germain,Ligue 1,LW,95.0,95.0,90.0,85.0,98.0,33.0,68.0
Douglas Costa,Juventus,Calcio A,LM,83.0,90.0,84.0,72.0,90.0,28.0,80.0
Roberto Firmino,Liverpool,Premier League,ST,87.0,77.0,86.0,86.0,87.0,84.0,88.0
Taison,Shakhtar Donetsk,Ukrayina Liha,LM,82.0,77.0,79.0,64.0,79.0,24.0,70.0
Gabriel Jesus,Manchester City,Premier League,ST,84.0,68.0,85.0,87.0,83.0,55.0,73.0
