NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Eiji Kawashima,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Masaaki Higashiguchi,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Kosuke Nakamura,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Gōtoku Sakai,Hamburger SV,Bundesliga,RB,74.0,42.0,63.0,70.0,67.0,74.0,73.0
Tomoaki Makino,Urawa Red Diamonds,Meiji Yasuda J1 League,CB,71.0,70.0,44.0,59.0,60.0,69.0,81.0
Hiroki Sakai,Olympique de Marseille,Ligue 1,RB,75.0,64.0,41.0,64.0,63.0,74.0,73.0
Naomichi Ueda,Kashima Antlers,Meiji Yasuda J1 League,CB,70.0,69.0,74.0,68.0,69.0,34.0,75.0
Maya Yoshida,Southampton,Premier League,CB,75.0,64.0,51.0,66.0,69.0,75.0,76.0
Gen Shoji,Kashima Antlers,Meiji Yasuda J1 League,CB,73.0,80.0,75.0,61.0,73.0,25.0,66.0
Wataru Endo,Urawa Red Diamonds,Meiji Yasuda J1 League,CB,70.0,86.0,61.0,68.0,67.0,50.0,54.0
Yuto Nagatomo,Galatasaray SK,Süper Lig,LB,73.0,56.0,43.0,55.0,57.0,73.0,74.0
Shinji Kagawa,Borussia Dortmund,Bundesliga,CAM,83.0,82.0,81.0,81.0,79.0,78.0,75.0
Takashi Usami,Fortuna Düsseldorf,Bundesliga 2,LM,74.0,67.0,38.0,56.0,60.0,73.0,74.0
Genki Haraguchi,Fortuna Düsseldorf,Bundesliga 2,RM,75.0,71.0,68.0,76.0,74.0,54.0,73.0
Gaku Shibasaki,Getafe CF,LaLiga Santander,CDM,75.0,70.0,35.0,55.0,55.0,74.0,80.0
Takashi Inui,SD Eibar,LaLiga Santander,LM,82.0,91.0,85.0,75.0,87.0,45.0,76.0
Hotaru Yamaguchi,Cerezo Osaka,Meiji Yasuda J1 League,CDM,70.0,79.0,64.0,64.0,75.0,50.0,47.0
Makoto Hasebe,Eintracht Frankfurt,Bundesliga,CDM,77.0,71.0,56.0,73.0,73.0,73.0,74.0
Ryota Oshima,Kawasaki Frontale,Meiji Yasuda J1 League,CDM,69.0,67.0,64.0,66.0,67.0,70.0,84.0
Keisuke Honda,Pachuca,LIGA Bancomer MX,CAM,84.0,74.0,85.0,65.0,78.0,31.0,80.0
Yuya Osako,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Shinji Okazaki,Leicester City,Premier League,CF,81.0,75.0,79.0,78.0,80.0,70.0,81.0
Yoshinori Mutō,1. FSV Mainz 05,Bundesliga,ST,76.0,81.0,72.0,68.0,79.0,23.0,66.0
