NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
José de Jesús Corona,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Guillermo Ochoa,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Alfredo Talavera,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Rafael Márquez,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Edson Álvarez,Club América,LIGA Bancomer MX,CB,71.0,63.0,70.0,63.0,70.0,33.0,77.0
Héctor Herrera,FC Porto,Liga NOS,CM,79.0,67.0,75.0,82.0,77.0,64.0,66.0
Héctor Moreno,Real Sociedad,LaLiga Santander,CB,83.0,57.0,41.0,58.0,61.0,85.0,78.0
Carlos Salcedo,Eintracht Frankfurt,Bundesliga,CB,74.0,75.0,58.0,76.0,75.0,40.0,63.0
Hugo Ayala,Tigres U.A.N.L.,LIGA Bancomer MX,CB,75.0,84.0,69.0,68.0,82.0,27.0,57.0
Diego Reyes,FC Porto,Liga NOS,CB,77.0,72.0,37.0,50.0,60.0,78.0,74.0
Giovani dos Santos,LA Galaxy,Major League Soccer,CF,79.0,63.0,80.0,66.0,71.0,39.0,79.0
Miguel Layún,Sevilla FC,LaLiga Santander,RW,82.0,70.0,84.0,68.0,76.0,44.0,74.0
Jonathan dos Santos,LA Galaxy,Major League Soccer,CM,80.0,88.0,71.0,72.0,84.0,37.0,67.0
Jesús Manuel Corona,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Andrés Guardado,Real Betis Balompié,LaLiga Santander,CM,80.0,84.0,74.0,71.0,78.0,37.0,78.0
Javier Aquino,Tigres U.A.N.L.,LIGA Bancomer MX,LM,77.0,66.0,69.0,73.0,73.0,75.0,80.0
Jesús Gallardo,U.N.A.M.,LIGA Bancomer MX,LM,72.0,78.0,45.0,55.0,63.0,71.0,72.0
Carlos Vela,LAFC,Major League Soccer,CAM,84.0,54.0,77.0,87.0,78.0,65.0,72.0
Hirving Lozano,PSV,Eredivisie,RW,84.0,77.0,86.0,78.0,85.0,42.0,89.0
Marco Fabián,Eintracht Frankfurt,Bundesliga,CAM,79.0,88.0,65.0,73.0,81.0,28.0,50.0
Javier Hernández,West Ham United,Premier League,ST,82.0,90.0,52.0,77.0,82.0,78.0,76.0
Oribe Peralta,Club América,LIGA Bancomer MX,ST,76.0,74.0,72.0,73.0,77.0,44.0,62.0
Raúl Jiménez,SL Benfica,Liga NOS,ST,78.0,77.0,50.0,72.0,73.0,74.0,79.0
