NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Hugo Lloris,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Steve Mandanda,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Alphonse Areola,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Raphaël Varane,Real Madrid CF,LaLiga Santander,CB,85.0,76.0,85.0,84.0,80.0,33.0,61.0
Samuel Umtiti,FC Barcelona,LaLiga Santander,CB,83.0,64.0,70.0,76.0,72.0,80.0,87.0
Lucas Hernández,Atlético Madrid,LaLiga Santander,CB,78.0,73.0,78.0,66.0,75.0,30.0,77.0
Djibril Sidibé,AS Monaco Football Club SA,Ligue 1,RB,82.0,75.0,53.0,68.0,65.0,84.0,85.0
Adil Rami,Olympique de Marseille,Ligue 1,CB,81.0,80.0,80.0,70.0,78.0,29.0,85.0
Benjamin Pavard,VfB Stuttgart,Bundesliga,CB,76.0,72.0,78.0,69.0,74.0,32.0,65.0
Benjamin Mendy,Manchester City,Premier League,LB,78.0,78.0,77.0,67.0,78.0,23.0,67.0
Presnel Kimpembe,Paris Saint-Germain,Ligue 1,CB,78.0,85.0,78.0,74.0,80.0,33.0,70.0
Steven Nzonzi,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Blaise Matuidi,Juventus,Calcio A,CM,86.0,76.0,89.0,78.0,80.0,48.0,87.0
N'Golo Kanté,Chelsea,Premier League,CM,95.0,90.0,87.0,93.0,93.0,93.0,94.0
Paul Pogba,Manchester United,Premier League,CM,91.0,88.0,88.0,83.0,91.0,42.0,82.0
Corentin Tolisso,FC Bayern München,Bundesliga,CDM,84.0,92.0,78.0,76.0,89.0,38.0,78.0
Kylian Mbappé,Paris Saint-Germain,Ligue 1,RW,86.0,75.0,76.0,86.0,82.0,84.0,83.0
Olivier Giroud,Arsenal,Premier League,ST,86.0,93.0,85.0,83.0,89.0,51.0,78.0
Thomas Lemar,AS Monaco Football Club SA,Ligue 1,LM,85.0,73.0,80.0,86.0,87.0,61.0,68.0
Nabil Fekir,Olympique Lyonnais,Ligue 1,CAM,87.0,80.0,56.0,78.0,76.0,89.0,82.0
Antoine Griezmann,Atlético Madrid,LaLiga Santander,ST,92.0,52.0,86.0,92.0,85.0,75.0,72.0
Florian Thauvin,Olympique de Marseille,Ligue 1,RM,86.0,82.0,78.0,83.0,88.0,35.0,64.0
Ousmane Dembélé,FC Barcelona,LaLiga Santander,RM,83.0,71.0,75.0,78.0,81.0,75.0,84.0
