NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Yann Sommer,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Roman Bürki,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Yvon Mvogo,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Nico Elvedi,Borussia Mönchengladbach,Bundesliga,RB,76.0,79.0,62.0,67.0,72.0,74.0,80.0
Stephan Lichtsteiner,Juventus,Calcio A,RB,84.0,67.0,76.0,84.0,84.0,32.0,54.0
Johan Djourou,Antalyaspor,Süper Lig,CB,73.0,78.0,69.0,57.0,72.0,31.0,73.0
François Moubandje,Toulouse Football Club,Ligue 1,LB,74.0,61.0,63.0,71.0,72.0,70.0,72.0
Fabian Schär,RC Deportivo de La Coruña,LaLiga Santander,CB,77.0,81.0,42.0,64.0,68.0,78.0,76.0
Ricardo Rodríguez,Milan,Calcio A,LB,86.0,86.0,85.0,86.0,88.0,53.0,79.0
Michael Lang,FC Basel,Raiffeisen Super League,RB,81.0,76.0,74.0,74.0,77.0,77.0,76.0
Manuel Akanji,Borussia Dortmund,Bundesliga,CB,72.0,88.0,68.0,66.0,78.0,25.0,58.0
Granit Xhaka,Arsenal,Premier League,CDM,82.0,30.0,41.0,54.0,56.0,84.0,81.0
Valon Behrami,Udinese,Calcio A,CDM,77.0,89.0,60.0,68.0,76.0,72.0,81.0
Remo Freuler,Atalanta,Calcio A,CM,81.0,84.0,77.0,80.0,82.0,80.0,80.0
Steven Zuber,TSG 1899 Hoffenheim,Bundesliga,LM,81.0,84.0,65.0,73.0,76.0,80.0,77.0
Blerim Džemaili,Bologna,Calcio A,LM,82.0,74.0,82.0,67.0,74.0,27.0,83.0
Gelson Fernandes,Eintracht Frankfurt,Bundesliga,CDM,76.0,54.0,77.0,66.0,64.0,44.0,77.0
Denis Zakaria,Borussia Mönchengladbach,Bundesliga,CM,77.0,70.0,79.0,68.0,77.0,33.0,82.0
Xherdan Shaqiri,Stoke City,Premier League,RM,82.0,85.0,83.0,78.0,81.0,24.0,79.0
Breel Embolo,FC Schalke 04,Bundesliga,ST,81.0,72.0,72.0,82.0,80.0,79.0,81.0
Mario Gavranović,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Josip Drmić,Borussia Mönchengladbach,Bundesliga,ST,74.0,46.0,46.0,72.0,68.0,66.0,64.0
Haris Seferović,SL Benfica,Liga NOS,ST,75.0,74.0,61.0,74.0,76.0,62.0,74.0
