NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Jordan Pickford,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Jack Butland,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Nick Pope,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Kyle Walker,Manchester City,Premier League,CB,86.0,89.0,85.0,84.0,88.0,83.0,84.0
Ashley Young,Manchester United,Premier League,LWB,84.0,75.0,78.0,86.0,87.0,37.0,70.0
Fabian Delph,Manchester City,Premier League,CM,77.0,65.0,40.0,41.0,57.0,82.0,70.0
Phil Jones,Manchester United,Premier League,CB,81.0,77.0,73.0,77.0,82.0,55.0,77.0
Gary Cahill,Chelsea,Premier League,CB,84.0,93.0,81.0,80.0,87.0,56.0,64.0
Danny Rose,Tottenham Hotspur,Premier League,LB,84.0,78.0,83.0,84.0,87.0,63.0,74.0
Trent Alexander-Arnold,Liverpool,Premier League,RB,76.0,65.0,27.0,51.0,55.0,77.0,77.0
Kieran Trippier,Tottenham Hotspur,Premier League,RB,78.0,79.0,66.0,73.0,79.0,52.0,75.0
Harry Maguire,Leicester City,Premier League,CB,79.0,80.0,82.0,76.0,80.0,35.0,83.0
John Stones,Manchester City,Premier League,CB,82.0,65.0,85.0,60.0,70.0,33.0,85.0
Jordan Henderson,Liverpool,Premier League,CDM,84.0,86.0,85.0,82.0,84.0,27.0,68.0
Jesse Lingard,Manchester United,Premier League,CM,84.0,86.0,85.0,82.0,84.0,27.0,68.0
Dele Alli,Tottenham Hotspur,Premier League,CAM,87.0,88.0,79.0,83.0,81.0,83.0,75.0
Ruben Loftus-Cheek,Crystal Palace,Premier League,CAM,74.0,54.0,38.0,46.0,43.0,76.0,74.0
Eric Dier,Tottenham Hotspur,Premier League,CB,82.0,93.0,70.0,75.0,87.0,26.0,61.0
Raheem Sterling,Manchester City,Premier League,CAM,87.0,82.0,80.0,84.0,89.0,35.0,65.0
Harry Kane,Tottenham Hotspur,Premier League,ST,96.0,86.0,99.0,93.0,95.0,58.0,96.0
Danny Welbeck,Arsenal,Premier League,LM,83.0,76.0,77.0,75.0,80.0,78.0,77.0
Marcus Rashford,Manchester United,Premier League,LM,84.0,81.0,75.0,78.0,89.0,34.0,59.0
Jamie Vardy,Leicester City,Premier League,ST,84.0,90.0,84.0,80.0,86.0,32.0,70.0
