NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Rui Patrício,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Beto,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Anthony Lopes,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Rúben Dias,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Raphaël Guerreiro,Borussia Dortmund,Bundesliga,LM,81.0,66.0,43.0,56.0,57.0,83.0,78.0
José Fonte,West Ham United,Premier League,CB,80.0,88.0,72.0,77.0,84.0,39.0,56.0
Cédric,Southampton,Premier League,RB,79.0,51.0,39.0,49.0,53.0,84.0,69.0
Mário Rui,Napoli,Calcio A,LB,77.0,55.0,48.0,72.0,70.0,71.0,71.0
Ricardo Pereira,FC Porto,Liga NOS,RB,83.0,53.0,57.0,77.0,74.0,80.0,83.0
Bruno Alves,Rangers FC,Scottish Premiership,CB,78.0,84.0,65.0,75.0,81.0,53.0,62.0
Pepe,Beşiktaş JK,Süper Lig,CB,86.0,80.0,84.0,90.0,88.0,33.0,63.0
Bruno Fernandes,Sporting CP,Liga NOS,CAM,81.0,77.0,73.0,77.0,82.0,55.0,77.0
William Carvalho,Sporting CP,Liga NOS,CDM,85.0,72.0,72.0,76.0,77.0,86.0,84.0
Manuel Fernandes,Lokomotiv Moscow,Sogaz Russian Football Championship,LM,85.0,86.0,79.0,80.0,86.0,54.0,70.0
João Mário,West Ham United,Premier League,CM,83.0,71.0,83.0,78.0,88.0,36.0,66.0
João Moutinho,AS Monaco Football Club SA,Ligue 1,CM,82.0,62.0,50.0,58.0,59.0,85.0,77.0
Bernardo Silva,Manchester City,Premier League,RM,84.0,72.0,67.0,84.0,82.0,78.0,72.0
Adrien Silva,Leicester City,Premier League,CM,83.0,93.0,77.0,78.0,88.0,32.0,64.0
André Silva,Milan,Calcio A,ST,82.0,87.0,84.0,77.0,82.0,35.0,82.0
Gonçalo Guedes,Valencia CF,LaLiga Santander,LM,83.0,91.0,83.0,79.0,85.0,35.0,80.0
Gelson Martins,Sporting CP,Liga NOS,RM,84.0,85.0,78.0,82.0,87.0,62.0,71.0
Ricardo Quaresma,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Cristiano Ronaldo,Real Madrid CF,LaLiga Santander,LW,99.0,98.0,99.0,94.0,98.0,50.0,95.0
