NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Kasper Schmeichel,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Jonas Lössl,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Frederik Rønnow,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Jannik Vestergaard,Borussia Mönchengladbach,Bundesliga,CB,82.0,87.0,82.0,66.0,84.0,33.0,78.0
Simon Kjær,Sevilla FC,LaLiga Santander,CB,81.0,70.0,67.0,82.0,80.0,77.0,72.0
Jonas Knudsen,Ipswich Town,EFL Championship,LB,69.0,74.0,62.0,68.0,68.0,56.0,72.0
Andreas Christensen,Chelsea,Premier League,CB,82.0,93.0,70.0,75.0,87.0,26.0,61.0
Henrik Dalsgaard,Brentford,EFL Championship,RB,71.0,54.0,70.0,75.0,70.0,55.0,57.0
Jens Stryger Larsen,Udinese,Calcio A,RB,69.0,55.0,71.0,72.0,70.0,62.0,70.0
Mathias Jørgensen,Huddersfield Town,Premier League,CB,75.0,74.0,51.0,72.0,73.0,73.0,70.0
Lasse Schöne,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Lukas Lerager,FC Girondins de Bordeaux,Ligue 1,CM,74.0,80.0,49.0,67.0,78.0,63.0,53.0
Christian Eriksen,Tottenham Hotspur,Premier League,RM,92.0,90.0,91.0,86.0,92.0,36.0,77.0
Thomas Delaney,SV Werder Bremen,Bundesliga,CM,78.0,84.0,77.0,73.0,82.0,32.0,62.0
William Kvist,FC København,Alka Superliga,CM,70.0,71.0,60.0,69.0,73.0,27.0,50.0
Michael Krohn-Dehli,RC Deportivo de La Coruña,LaLiga Santander,LM,79.0,69.0,47.0,54.0,55.0,79.0,79.0
Yussuf Poulsen,RB Leipzig,Bundesliga,ST,76.0,92.0,74.0,62.0,73.0,28.0,64.0
Andreas Cornelius,Atalanta,Calcio A,ST,73.0,58.0,62.0,73.0,71.0,67.0,75.0
Kasper Dolberg,Ajax,Eredivisie,ST,78.0,78.0,78.0,64.0,77.0,30.0,66.0
Martin Braithwaite,Middlesbrough,EFL Championship,LM,82.0,88.0,82.0,80.0,85.0,47.0,77.0
Nicolai Jørgensen,Feyenoord,Eredivisie,ST,79.0,86.0,76.0,76.0,81.0,30.0,58.0
Viktor Fischer,FC København,Alka Superliga,LM,75.0,84.0,73.0,66.0,78.0,25.0,70.0
Pione Sisto,RC Celta de Vigo,LaLiga Santander,LW,77.0,78.0,74.0,71.0,84.0,26.0,62.0
