NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Dominik Livaković,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Lovre Kalinić,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Danijel Subašić,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Domagoj Vida,Beşiktaş JK,Süper Lig,CB,79.0,89.0,74.0,73.0,82.0,26.0,72.0
Duje Ćaleta-Car,FC Red Bull Salzburg,Österreichische Fußball-Bundesliga,CB,71.0,74.0,70.0,68.0,74.0,34.0,63.0
Šime Vrsaljko,Atlético Madrid,LaLiga Santander,RB,84.0,71.0,68.0,81.0,73.0,85.0,82.0
Josip Pivarić,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Ivan Strinić,Sampdoria,Calcio A,LB,75.0,80.0,56.0,63.0,72.0,72.0,73.0
Dejan Lovren,Liverpool,Premier League,CB,84.0,88.0,84.0,82.0,87.0,36.0,76.0
Vedran Ćorluka,Lokomotiv Moscow,Sogaz Russian Football Championship,CB,82.0,72.0,27.0,58.0,58.0,82.0,78.0
Tin Jedvaj,Bayer 04 Leverkusen,Bundesliga,CB,76.0,73.0,76.0,65.0,72.0,35.0,73.0
Luka Modrić,Real Madrid CF,LaLiga Santander,CM,96.0,80.0,86.0,99.0,96.0,85.0,83.0
Marcelo Brozović,Inter,Calcio A,CAM,84.0,78.0,80.0,82.0,86.0,34.0,64.0
Ivan Rakitić,FC Barcelona,LaLiga Santander,CM,88.0,65.0,73.0,79.0,75.0,89.0,89.0
Filip Bradarić,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Milan Badelj,Fiorentina,Calcio A,CM,78.0,80.0,68.0,73.0,77.0,73.0,68.0
Mateo Kovačić,Real Madrid CF,LaLiga Santander,CM,83.0,83.0,76.0,81.0,87.0,18.0,60.0
Andrej Kramarić,TSG 1899 Hoffenheim,Bundesliga,ST,86.0,73.0,71.0,83.0,74.0,87.0,84.0
Nikola Kalinić,Milan,Calcio A,ST,81.0,64.0,46.0,71.0,72.0,78.0,75.0
Mario Mandžukić,Juventus,Calcio A,ST,83.0,73.0,75.0,80.0,84.0,65.0,74.0
Ante Rebić,Eintracht Frankfurt,Bundesliga,ST,76.0,66.0,73.0,76.0,72.0,70.0,73.0
Marko Pjaca,FC Schalke 04,Bundesliga,LW,76.0,72.0,76.0,58.0,72.0,25.0,68.0
Ivan Perišić,Inter,Calcio A,LM,88.0,65.0,88.0,81.0,82.0,32.0,82.0
