NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Manuel Neuer,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Marc-André ter Stegen,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Kevin Trapp,,,,73.32,71.0,59.87,64.19,68.7,54.35,69.77
Matthias Ginter,Borussia Mönchengladbach,Bundesliga,CB,86.0,89.0,80.0,85.0,88.0,53.0,68.0
Mats Hummels,FC Bayern München,Bundesliga,CB,91.0,51.0,84.0,90.0,83.0,74.0,71.0
Joshua Kimmich,FC Bayern München,Bundesliga,RB,88.0,91.0,80.0,86.0,92.0,26.0,53.0
Jérôme Boateng,FC Bayern München,Bundesliga,CB,89.0,66.0,89.0,85.0,84.0,33.0,83.0
Antonio Rüdiger,Chelsea,Premier League,CB,82.0,74.0,76.0,78.0,78.0,76.0,83.0
Marvin Plattenhardt,Hertha Berlin,Bundesliga,LB,78.0,84.0,81.0,72.0,81.0,40.0,78.0
Jonas Hector,1. FC Köln,Bundesliga,CDM,80.0,61.0,66.0,80.0,76.0,75.0,74.0
Niklas Süle,FC Bayern München,Bundesliga,CB,84.0,64.0,70.0,78.0,74.0,81.0,87.0
İlkay Gündoğan,Manchester City,Premier League,CM,86.0,82.0,89.0,89.0,86.0,70.0,80.0
Julian Brandt,Bayer 04 Leverkusen,Bundesliga,LM,83.0,65.0,85.0,75.0,84.0,35.0,65.0
Sebastian Rudy,FC Bayern München,Bundesliga,CM,81.0,77.0,73.0,77.0,82.0,55.0,77.0
Thomas Müller,FC Bayern München,Bundesliga,RW,89.0,86.0,86.0,84.0,91.0,25.0,67.0
Mesut Özil,Arsenal,Premier League,RF,89.0,79.0,87.0,75.0,83.0,43.0,83.0
Toni Kroos,Real Madrid CF,LaLiga Santander,CM,92.0,85.0,91.0,89.0,95.0,32.0,73.0
Julian Draxler,Paris Saint-Germain,Ligue 1,CAM,86.0,63.0,69.0,74.0,72.0,86.0,87.0
Sami Khedira,Juventus,Calcio A,CM,86.0,87.0,88.0,82.0,89.0,39.0,73.0
Leon Goretzka,FC Schalke 04,Bundesliga,CM,85.0,88.0,87.0,80.0,82.0,38.0,70.0
Marco Reus,Borussia Dortmund,Bundesliga,CF,90.0,88.0,88.0,82.0,89.0,33.0,72.0
Timo Werner,RB Leipzig,Bundesliga,ST,88.0,94.0,80.0,82.0,85.0,83.0,75.0
Mario Gómez,VfB Stuttgart,Bundesliga,ST,84.0,81.0,80.0,80.0,89.0,31.0,79.0
