NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Rui Patrício,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Eduardo,Atlético Paranaense,Liga do Brasil,RB,67.0,78.0,60.0,63.0,66.0,64.0,70.0
Anthony Lopes,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
José Fonte,Southampton,Barclays PL,CB,82.0,83.0,83.0,65.0,80.0,24.0,77.0
Raphaël Guerreiro,Bor. Dortmund,Bundesliga,LB,76.0,54.0,38.0,45.0,53.0,77.0,82.0
Ricardo Carvalho,AS Monaco,Ligue 1,CB,78.0,78.0,72.0,75.0,78.0,51.0,65.0
Cédric,Southampton,Barclays PL,RB,78.0,77.0,72.0,77.0,80.0,50.0,76.0
Eliseu,SL Benfica,Primeira Liga,LB,76.0,72.0,65.0,76.0,77.0,63.0,69.0
Bruno Alves,Cagliari,Serie B,CB,79.0,77.0,75.0,83.0,82.0,58.0,71.0
Pepe,Real Madrid,Liga BBVA,CB,88.0,75.0,88.0,89.0,88.0,35.0,72.0
Rafa Silva,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Renato Sanches,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
André Gomes,Valencia CF,Liga BBVA,CM,81.0,59.0,58.0,72.0,74.0,83.0,85.0
Danilo,Real Madrid,Liga BBVA,RB,81.0,79.0,51.0,69.0,73.0,82.0,78.0
Vieirinha,VfL Wolfsburg,Bundesliga,RM,80.0,76.0,67.0,75.0,76.0,80.0,75.0
João Mário,Sporting CP,Primeira Liga,RM,85.0,80.0,84.0,85.0,86.0,78.0,84.0
João Moutinho,AS Monaco,Ligue 1,LM,85.0,76.0,83.0,71.0,81.0,42.0,80.0
William Carvalho,Sporting CP,Primeira Liga,CDM,81.0,72.0,62.0,77.0,69.0,80.0,76.0
Adrien Silva,Sporting CP,Primeira Liga,CM,86.0,90.0,88.0,80.0,88.0,36.0,77.0
Nani,Fenerbahçe SK,Süper Lig,LW,87.0,80.0,85.0,90.0,88.0,87.0,85.0
Eder,Inter,Serie A,ST,80.0,77.0,50.0,58.0,68.0,82.0,82.0
Ricardo Quaresma,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
