NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Hugo Lloris,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Steve Mandanda,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Benoît Costil,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Adil Rami,Sevilla FC,Liga BBVA,CB,80.0,88.0,80.0,66.0,83.0,31.0,73.0
Laurent Koscielny,Arsenal,Barclays PL,CB,86.0,74.0,70.0,66.0,65.0,90.0,80.0
Bacary Sagna,Manchester City,Barclays PL,RB,80.0,70.0,80.0,72.0,78.0,42.0,74.0
Lucas Digne,FC Barcelona,Liga BBVA,LB,76.0,77.0,62.0,68.0,71.0,75.0,69.0
Christophe Jallet,Olympique Lyon,Ligue 1,RB,80.0,72.0,55.0,75.0,70.0,83.0,81.0
Patrice Evra,Juventus,Serie A,LB,81.0,77.0,80.0,68.0,79.0,30.0,78.0
Samuel Umtiti,Olympique Lyon,Ligue 1,CB,85.0,72.0,82.0,88.0,82.0,72.0,80.0
Eliaquim Mangala,Valencia CF,Liga BBVA,CB,80.0,69.0,78.0,80.0,80.0,43.0,70.0
Blaise Matuidi,PSG,Ligue 1,CM,91.0,92.0,94.0,86.0,93.0,51.0,90.0
Paul Pogba,Juventus,Serie A,CM,93.0,85.0,92.0,85.0,92.0,46.0,86.0
Dimitri Payet,West Ham,Barclays PL,LM,90.0,91.0,86.0,86.0,93.0,35.0,67.0
Moussa Sissoko,Spurs,Barclays PL,RM,80.0,81.0,78.0,80.0,78.0,47.0,73.0
Yohan Cabaye,Crystal Palace,Barclays PL,CDM,80.0,63.0,56.0,65.0,60.0,80.0,84.0
N'Golo Kanté,Leicester City,Barclays PL,CM,88.0,79.0,84.0,86.0,89.0,77.0,90.0
Morgan Schneiderlin,Manchester United,Barclays PL,CDM,82.0,84.0,74.0,81.0,84.0,33.0,65.0
André-Pierre Gignac,Tigres,LIGA Bancomer MX,ST,88.0,85.0,89.0,88.0,89.0,57.0,88.0
Olivier Giroud,Arsenal,Barclays PL,ST,84.0,83.0,75.0,83.0,87.0,50.0,68.0
Antoine Griezmann,Atlético Madrid,Liga BBVA,ST,95.0,95.0,97.0,93.0,96.0,44.0,85.0
Kingsley Coman,FC Bayern,Bundesliga,RM,80.0,76.0,78.0,80.0,83.0,35.0,62.0
