NAME,CLUB,LEAGUE,POSITION,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Andreas Isaksson,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Robin Olsen,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Patrik Carlgren,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Ludwig Augustinsson,FC København,Superliga,LB,74.0,80.0,65.0,70.0,76.0,80.0,81.0
Victor Lindelöf,,,,73.7,71.89,61.09,65.15,69.34,55.21,70.4
Mikael Lustig,Celtic,Scottish Prem,RB,80.0,91.0,70.0,72.0,85.0,35.0,66.0
Erik Johansson,FC København,Superliga,CB,71.0,81.0,71.0,62.0,75.0,19.0,62.0
Martin Olsson,Norwich City,Barclays PL,LB,76.0,53.0,34.0,52.0,48.0,78.0,76.0
Andreas Granqvist,FC Krasnodar,Russian League,CB,85.0,86.0,87.0,72.0,81.0,35.0,70.0
Pontus Jansson,Torino,Serie A,CB,75.0,82.0,69.0,71.0,78.0,41.0,65.0
Albin Ekdal,Hamburger SV,Bundesliga,CM,75.0,55.0,55.0,69.0,69.0,72.0,84.0
Kim Källström,Grasshopper,Raiffeisen SL,CDM,80.0,70.0,74.0,82.0,85.0,37.0,63.0
Erkan Zengin,Trabzonspor,Süper Lig,LW,74.0,60.0,33.0,51.0,50.0,76.0,73.0
Emil Forsberg,RB Leipzig,2. Bundesliga,LM,74.0,85.0,74.0,65.0,75.0,30.0,75.0
Oscar Hiljemark,Palermo,Serie A,CM,72.0,34.0,34.0,47.0,41.0,74.0,78.0
Pontus Wernbloom,CSKA Moskva,Russian League,CDM,85.0,82.0,81.0,86.0,86.0,76.0,80.0
Oscar Lewicki,Malmö FF,Allsvenskan,CDM,72.0,83.0,53.0,69.0,75.0,69.0,64.0
Jimmy Durmaz,Olympiakos CFP,Hellas Liga,LM,70.0,67.0,40.0,60.0,59.0,70.0,73.0
Sebastian Larsson,Sunderland,Barclays PL,CM,74.0,68.0,67.0,73.0,74.0,55.0,63.0
Zlatan Ibrahimović,PSG,Ligue 1,ST,98.0,84.0,99.0,96.0,96.0,43.0,97.0
Marcus Berg,Panathinaikos,Hellas Liga,ST,80.0,75.0,83.0,75.0,82.0,30.0,80.0
Emir Kujović,IFK Norrköping,Allsvenskan,ST,74.0,65.0,75.0,76.0,70.0,65.0,65.0
